X1	StringTie	transcript	X4774302	X4785720	X1000	X.	.	gene_id.STRG.1..transcript_id.STRG.1.1..cov.2.782873..FPKM.11.951677..TPM.17.279774.
1	StringTie	exon	4830268	4830315	1000	+	.	gene_id STRG.2; transcript_id STRG.2.1; exon_number 4; cov 11.000000;
1	StringTie	exon	4832311	4832381	1000	+	.	gene_id STRG.2; transcript_id STRG.2.1; exon_number 5; cov 11.000001;
1	StringTie	exon	4837001	4837074	1000	+	.	gene_id STRG.2; transcript_id STRG.2.1; exon_number 6; cov 10.932432;
1	StringTie	exon	4839387	4839488	1000	+	.	gene_id STRG.2; transcript_id STRG.2.1; exon_number 7; cov 10.235294;
1	StringTie	exon	4840956	4841132	1000	+	.	gene_id STRG.2; transcript_id STRG.2.1; exon_number 8; cov 11.548022;
1	StringTie	exon	4844963	4846739	1000	+	.	gene_id STRG.2; transcript_id STRG.2.1; exon_number 9; cov 21.560495;
1	StringTie	transcript	4857814	4897905	1000	+	.	gene_id STRG.3; transcript_id STRG.3.1; cov 9.957990; FPKM 42.766838; TPM 61.832436;
1	StringTie	exon	4857814	4857976	1000	+	.	gene_id STRG.3; transcript_id STRG.3.1; exon_number 1; cov 5.257668;
1	StringTie	exon	4867470	4867532	1000	+	.	gene_id STRG.3; transcript_id STRG.3.1; exon_number 2; cov 7.650794;
1	StringTie	exon	4878027	4878132	1000	+	.	gene_id STRG.3; transcript_id STRG.3.1; exon_number 3; cov 8.000000;
1	StringTie	exon	4886744	4886831	1000	+	.	gene_id STRG.3; transcript_id STRG.3.1; exon_number 4; cov 8.454545;
1	StringTie	exon	4889457	4889602	1000	+	.	gene_id STRG.3; transcript_id STRG.3.1; exon_number 5; cov 10.000000;
1	StringTie	exon	4890740	4890796	1000	+	.	gene_id STRG.3; transcript_id STRG.3.1; exon_number 6; cov 10.000000;
1	StringTie	exon	4891915	4892069	1000	+	.	gene_id STRG.3; transcript_id STRG.3.1; exon_number 7; cov 10.290322;
1	StringTie	exon	4893417	4893563	1000	+	.	gene_id STRG.3; transcript_id STRG.3.1; exon_number 8; cov 11.190476;
1	StringTie	exon	4894934	4895005	1000	+	.	gene_id STRG.3; transcript_id STRG.3.1; exon_number 9; cov 12.000001;
1	StringTie	exon	4896356	4897905	1000	+	.	gene_id STRG.3; transcript_id STRG.3.1; exon_number 10; cov 10.514839;
1	StringTie	transcript	5083143	5162447	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; cov 7.145483; FPKM 30.687895; TPM 44.368652;
1	StringTie	exon	5083143	5083278	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 1; cov 3.661765;
1	StringTie	exon	5084417	5084563	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 2; cov 5.292517;
1	StringTie	exon	5089009	5089111	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 3; cov 6.000000;
1	StringTie	exon	5093363	5093452	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 4; cov 6.000000;
1	StringTie	exon	5095615	5095728	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 5; cov 6.000000;
1	StringTie	exon	5098029	5098133	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 6; cov 6.000000;
1	StringTie	exon	5101070	5101123	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 7; cov 6.000000;
1	StringTie	exon	5117390	5117487	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 8; cov 6.000000;
1	StringTie	exon	5124277	5124469	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 9; cov 7.585492;
1	StringTie	exon	5133084	5133262	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 10; cov 8.469274;
1	StringTie	exon	5135812	5135937	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 11; cov 9.000000;
1	StringTie	exon	5143750	5143851	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 12; cov 9.000000;
1	StringTie	exon	5149948	5150061	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 13; cov 9.000000;
1	StringTie	exon	5162105	5162447	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 14; cov 8.416909;
1	StringTie	transcript	6248276	6276367	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; cov 2.908741; FPKM 12.492247; TPM 18.061329;
1	StringTie	exon	6248276	6250167	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 1; cov 1.229387;
1	StringTie	exon	6260930	6261095	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 2; cov 2.000000;
1	StringTie	exon	6262834	6262942	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 3; cov 2.761468;
1	StringTie	exon	6263024	6263264	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 4; cov 3.900415;
1	StringTie	exon	6264542	6264590	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 5; cov 4.000000;
1	StringTie	exon	6265574	6265621	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 6; cov 4.000000;
1	StringTie	exon	6268698	6268756	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 7; cov 4.000000;
1	StringTie	exon	6270691	6270827	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 8; cov 5.846715;
1	StringTie	exon	6272701	6272771	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 9; cov 6.000000;
1	StringTie	exon	6274198	6276367	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 10; cov 3.974654;
1	StringTie	transcript	7170233	7173628	1000	+	.	gene_id STRG.6; transcript_id STRG.6.1; cov 5.346879; FPKM 22.963381; TPM 33.200531;
1	StringTie	exon	7170233	7173628	1000	+	.	gene_id STRG.6; transcript_id STRG.6.1; exon_number 1; cov 5.346879;
1	StringTie	transcript	9546443	9547443	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; cov 1.942058; FPKM 8.340608; TPM 12.058877;
1	StringTie	exon	9546443	9547443	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; exon_number 1; cov 1.942058;
1	StringTie	transcript	9548085	9576919	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; cov 6.095100; FPKM 26.176786; TPM 37.846481;
1	StringTie	exon	9548085	9548151	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 1; cov 3.461762;
1	StringTie	exon	9549907	9549944	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 2; cov 5.247539;
1	StringTie	exon	9552923	9552976	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 3; cov 3.012183;
1	StringTie	exon	9553318	9553472	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 4; cov 3.225950;
1	StringTie	exon	9553623	9553819	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 5; cov 4.174243;
1	StringTie	exon	9555538	9555615	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 6; cov 5.452823;
1	StringTie	exon	9557000	9557105	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 7; cov 6.024365;
1	StringTie	exon	9558133	9558285	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 8; cov 6.784302;
1	StringTie	exon	9560109	9560207	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 9; cov 7.229238;
1	StringTie	exon	9563509	9563587	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 10; cov 7.747791;
1	StringTie	exon	9563797	9563893	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 11; cov 7.968310;
1	StringTie	exon	9566781	9566938	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 12; cov 8.434112;
1	StringTie	exon	9576191	9576919	1000	+	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 13; cov 6.583830;
1	StringTie	transcript	9548085	9576919	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; cov 3.981887; FPKM 17.101114; TPM 24.724846;
1	StringTie	exon	9548085	9548151	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 1; cov 2.284506;
1	StringTie	exon	9549907	9549944	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 2; cov 3.462987;
1	StringTie	exon	9551717	9551757	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 3; cov 2.000000;
1	StringTie	exon	9552923	9552976	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 4; cov 1.987817;
1	StringTie	exon	9553318	9553472	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 5; cov 2.128888;
1	StringTie	exon	9553623	9553819	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 6; cov 2.754691;
1	StringTie	exon	9555538	9555615	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 7; cov 3.598459;
1	StringTie	exon	9557000	9557105	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 8; cov 3.975634;
1	StringTie	exon	9558133	9558285	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 9; cov 4.477136;
1	StringTie	exon	9560109	9560207	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 10; cov 4.770761;
1	StringTie	exon	9563509	9563587	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 11; cov 5.112968;
1	StringTie	exon	9563797	9563893	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 12; cov 5.258494;
1	StringTie	exon	9566781	9566938	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 13; cov 5.565888;
1	StringTie	exon	9576191	9576919	1000	+	.	gene_id STRG.8; transcript_id STRG.8.2; exon_number 14; cov 4.344840;
1	StringTie	transcript	9720364	9722501	1000	-	.	gene_id STRG.9; transcript_id STRG.9.1; cov 2.079046; FPKM 8.928933; TPM 12.909480;
1	StringTie	exon	9720364	9722501	1000	-	.	gene_id STRG.9; transcript_id STRG.9.1; exon_number 1; cov 2.079046;
1	StringTie	transcript	9960163	9961139	1000	-	.	gene_id STRG.10; transcript_id STRG.10.1; cov 3.385875; FPKM 14.541407; TPM 21.024012;
1	StringTie	exon	9960163	9961139	1000	-	.	gene_id STRG.10; transcript_id STRG.10.1; exon_number 1; cov 3.385875;
1	StringTie	transcript	10024601	10037933	1000	-	.	gene_id STRG.11; transcript_id STRG.11.1; cov 4.963431; FPKM 21.316578; TPM 30.819576;
1	StringTie	exon	10024601	10025063	1000	-	.	gene_id STRG.11; transcript_id STRG.11.1; exon_number 1; cov 4.771058;
1	StringTie	exon	10027103	10027251	1000	-	.	gene_id STRG.11; transcript_id STRG.11.1; exon_number 2; cov 7.228188;
1	StringTie	exon	10030599	10030710	1000	-	.	gene_id STRG.11; transcript_id STRG.11.1; exon_number 3; cov 6.964286;
1	StringTie	exon	10032339	10032424	1000	-	.	gene_id STRG.11; transcript_id STRG.11.1; exon_number 4; cov 5.162791;
1	StringTie	exon	10033258	10033323	1000	-	.	gene_id STRG.11; transcript_id STRG.11.1; exon_number 5; cov 5.000000;
1	StringTie	exon	10034008	10034136	1000	-	.	gene_id STRG.11; transcript_id STRG.11.1; exon_number 6; cov 5.000000;
1	StringTie	exon	10034929	10035163	1000	-	.	gene_id STRG.11; transcript_id STRG.11.1; exon_number 7; cov 4.442553;
1	StringTie	exon	10037670	10037933	1000	-	.	gene_id STRG.11; transcript_id STRG.11.1; exon_number 8; cov 3.545455;
1	StringTie	transcript	10137581	10154410	1000	-	.	gene_id STRG.12; transcript_id STRG.12.1; cov 3.368685; FPKM 14.467580; TPM 20.917273;
1	StringTie	exon	10137581	10138996	1000	-	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 1; cov 4.540960;
1	StringTie	exon	10140467	10140584	1000	-	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 2; cov 2.093220;
1	StringTie	exon	10141559	10141697	1000	-	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 3; cov 2.000000;
1	StringTie	exon	10142576	10142744	1000	-	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 4; cov 2.000000;
1	StringTie	exon	10144718	10144857	1000	-	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 5; cov 2.000000;
1	StringTie	exon	10147403	10147535	1000	-	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 6; cov 2.000000;
1	StringTie	exon	10151801	10151873	1000	-	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 7; cov 2.000000;
1	StringTie	exon	10153386	10153524	1000	-	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 8; cov 2.000000;
1	StringTie	exon	10153607	10153742	1000	-	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 9; cov 2.000000;
1	StringTie	exon	10154281	10154410	1000	-	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 10; cov 1.538462;
1	StringTie	transcript	11301356	11303680	1000	+	.	gene_id STRG.13; transcript_id STRG.13.1; cov 2.888602; FPKM 12.405755; TPM 17.936279;
1	StringTie	exon	11301356	11303680	1000	+	.	gene_id STRG.13; transcript_id STRG.13.1; exon_number 1; cov 2.888602;
1	StringTie	transcript	13139127	13140084	1000	-	.	gene_id STRG.14; transcript_id STRG.14.1; cov 2.682672; FPKM 11.521342; TPM 16.657593;
1	StringTie	exon	13139127	13140084	1000	-	.	gene_id STRG.14; transcript_id STRG.14.1; exon_number 1; cov 2.682672;
1	StringTie	transcript	13564727	13589864	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; cov 18.612795; FPKM 79.936859; TPM 115.572960;
1	StringTie	exon	13564727	13566396	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; exon_number 1; cov 23.793642;
1	StringTie	exon	13569471	13569631	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; exon_number 2; cov 14.948747;
1	StringTie	exon	13569939	13570082	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; exon_number 3; cov 14.328995;
1	StringTie	exon	13571803	13571907	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; exon_number 4; cov 13.715517;
1	StringTie	exon	13572004	13572074	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; exon_number 5; cov 12.797272;
1	StringTie	exon	13576368	13576452	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; exon_number 6; cov 12.524869;
1	StringTie	exon	13578100	13578158	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; exon_number 7; cov 11.599908;
1	StringTie	exon	13579450	13579566	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; exon_number 8; cov 10.600173;
1	StringTie	exon	13579690	13579811	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; exon_number 9; cov 9.407486;
1	StringTie	exon	13581023	13581086	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; exon_number 10; cov 9.407486;
1	StringTie	exon	13589600	13589864	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; exon_number 11; cov 7.528947;
1	StringTie	transcript	13564727	13589864	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; cov 3.716414; FPKM 15.960980; TPM 23.076437;
1	StringTie	exon	13564727	13566038	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; exon_number 1; cov 5.129760;
1	StringTie	exon	13566080	13566396	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; exon_number 2; cov 3.393560;
1	StringTie	exon	13569471	13569631	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; exon_number 3; cov 2.957882;
1	StringTie	exon	13569939	13570082	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; exon_number 4; cov 2.835252;
1	StringTie	exon	13571803	13571907	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; exon_number 5; cov 2.713865;
1	StringTie	exon	13572004	13572074	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; exon_number 6; cov 2.532173;
1	StringTie	exon	13576368	13576452	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; exon_number 7; cov 2.478273;
1	StringTie	exon	13578100	13578158	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; exon_number 8; cov 2.295253;
1	StringTie	exon	13579450	13579566	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; exon_number 9; cov 2.097437;
1	StringTie	exon	13579690	13579811	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; exon_number 10; cov 1.861442;
1	StringTie	exon	13581023	13581086	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; exon_number 11; cov 1.861442;
1	StringTie	exon	13589600	13589864	1000	-	.	gene_id STRG.15; transcript_id STRG.15.2; exon_number 12; cov 1.489739;
1	StringTie	transcript	13564727	13589864	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; cov 1.443845; FPKM 6.200919; TPM 8.965308;
1	StringTie	exon	13564727	13565160	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; exon_number 1; cov 2.003850;
1	StringTie	exon	13565172	13566396	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; exon_number 2; cov 1.791791;
1	StringTie	exon	13569471	13569631	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; exon_number 3; cov 1.161693;
1	StringTie	exon	13569939	13570082	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; exon_number 4; cov 1.113531;
1	StringTie	exon	13571803	13571907	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; exon_number 5; cov 1.065857;
1	StringTie	exon	13572004	13572074	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; exon_number 6; cov 0.994498;
1	StringTie	exon	13576368	13576452	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; exon_number 7; cov 0.973329;
1	StringTie	exon	13578100	13578158	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; exon_number 8; cov 0.901449;
1	StringTie	exon	13579450	13579566	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; exon_number 9; cov 0.823758;
1	StringTie	exon	13579690	13579811	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; exon_number 10; cov 0.731072;
1	StringTie	exon	13581023	13581086	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; exon_number 11; cov 0.731072;
1	StringTie	exon	13589600	13589864	1000	-	.	gene_id STRG.15; transcript_id STRG.15.3; exon_number 12; cov 0.585088;
1	StringTie	transcript	13624850	13660529	1000	-	.	gene_id STRG.16; transcript_id STRG.16.1; cov 30.254665; FPKM 129.935501; TPM 187.861176;
1	StringTie	exon	13624850	13626904	1000	-	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 1; cov 32.708351;
1	StringTie	exon	13627356	13627437	1000	-	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 2; cov 32.443619;
1	StringTie	exon	13630065	13630213	1000	-	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 3; cov 32.380775;
1	StringTie	exon	13638231	13638409	1000	-	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 4; cov 30.492250;
1	StringTie	exon	13647385	13647511	1000	-	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 5; cov 25.574553;
1	StringTie	exon	13650721	13650884	1000	-	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 6; cov 19.816317;
1	StringTie	exon	13660329	13660529	1000	-	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 7; cov 13.961795;
1	StringTie	transcript	13624850	13660529	1000	-	.	gene_id STRG.16; transcript_id STRG.16.2; cov 1.461625; FPKM 6.277279; TPM 9.075710;
1	StringTie	exon	13624850	13625254	1000	-	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 1; cov 1.650342;
1	StringTie	exon	13625266	13626904	1000	-	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 2; cov 1.563117;
1	StringTie	exon	13627356	13627437	1000	-	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 3; cov 1.568575;
1	StringTie	exon	13630065	13630213	1000	-	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 4; cov 1.565537;
1	StringTie	exon	13638231	13638409	1000	-	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 5; cov 1.474231;
1	StringTie	exon	13647385	13647511	1000	-	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 6; cov 1.236471;
1	StringTie	exon	13650721	13650884	1000	-	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 7; cov 0.958074;
1	StringTie	exon	13660329	13660529	1000	-	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 8; cov 0.675021;
1	StringTie	transcript	13668771	13701449	1000	+	.	gene_id STRG.17; transcript_id STRG.17.1; cov 4.259685; FPKM 18.294182; TPM 26.449785;
1	StringTie	exon	13668771	13668867	1000	+	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 1; cov 2.371134;
1	StringTie	exon	13672126	13672764	1000	+	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 2; cov 3.691706;
1	StringTie	exon	13684056	13684276	1000	+	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 3; cov 5.000000;
1	StringTie	exon	13700755	13701449	1000	+	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 4; cov 4.810072;
1	StringTie	transcript	16101295	16104398	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; cov 132.915466; FPKM 570.835571; TPM 825.315857;
1	StringTie	exon	16101295	16101359	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 1; cov 107.107689;
1	StringTie	exon	16101727	16101936	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 2; cov 143.409531;
1	StringTie	exon	16102490	16102599	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 3; cov 144.472733;
1	StringTie	exon	16102692	16102829	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 4; cov 139.347824;
1	StringTie	exon	16103168	16103334	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 5; cov 132.999985;
1	StringTie	exon	16103510	16103684	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 6; cov 128.508575;
1	StringTie	exon	16104365	16104398	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 7; cov 76.205879;
1	StringTie	transcript	16105774	16132540	1000	+	.	gene_id STRG.19; transcript_id STRG.19.1; cov 2.203510; FPKM 9.463472; TPM 13.682319;
1	StringTie	exon	16105774	16106306	1000	+	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 1; cov 1.765478;
1	StringTie	exon	16107795	16108030	1000	+	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 2; cov 2.000000;
1	StringTie	exon	16128165	16128263	1000	+	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 3; cov 2.808081;
1	StringTie	exon	16129196	16129341	1000	+	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 4; cov 3.000000;
1	StringTie	exon	16131075	16131206	1000	+	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 5; cov 3.000000;
1	StringTie	exon	16131294	16132540	1000	+	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 6; cov 2.203689;
1	StringTie	transcript	16641730	16656839	1000	-	.	gene_id STRG.20; transcript_id STRG.20.1; cov 3.288697; FPKM 14.124054; TPM 20.420601;
1	StringTie	exon	16641730	16643478	1000	-	.	gene_id STRG.20; transcript_id STRG.20.1; exon_number 1; cov 3.061749;
1	StringTie	exon	16645686	16645829	1000	-	.	gene_id STRG.20; transcript_id STRG.20.1; exon_number 2; cov 6.000000;
1	StringTie	exon	16647955	16648007	1000	-	.	gene_id STRG.20; transcript_id STRG.20.1; exon_number 3; cov 4.000000;
1	StringTie	exon	16656822	16656839	1000	-	.	gene_id STRG.20; transcript_id STRG.20.1; exon_number 4; cov 1.555556;
1	StringTie	transcript	16665210	16678267	1000	+	.	gene_id STRG.21; transcript_id STRG.21.1; cov 14.241481; FPKM 61.163261; TPM 88.430038;
1	StringTie	exon	16665210	16665505	1000	+	.	gene_id STRG.21; transcript_id STRG.21.1; exon_number 1; cov 12.391891;
1	StringTie	exon	16667668	16667773	1000	+	.	gene_id STRG.21; transcript_id STRG.21.1; exon_number 2; cov 14.377358;
1	StringTie	exon	16676968	16678267	1000	+	.	gene_id STRG.21; transcript_id STRG.21.1; exon_number 3; cov 14.651539;
1	StringTie	transcript	21240589	21265213	1000	+	.	gene_id STRG.22; transcript_id STRG.22.1; cov 342.925659; FPKM 1472.771851; TPM 2129.338135;
1	StringTie	exon	21240589	21240659	1000	+	.	gene_id STRG.22; transcript_id STRG.22.1; exon_number 1; cov 98.774651;
1	StringTie	exon	21249751	21249858	1000	+	.	gene_id STRG.22; transcript_id STRG.22.1; exon_number 2; cov 289.444458;
1	StringTie	exon	21257331	21257382	1000	+	.	gene_id STRG.22; transcript_id STRG.22.1; exon_number 3; cov 304.211548;
1	StringTie	exon	21258848	21258980	1000	+	.	gene_id STRG.22; transcript_id STRG.22.1; exon_number 4; cov 324.233093;
1	StringTie	exon	21260048	21260189	1000	+	.	gene_id STRG.22; transcript_id STRG.22.1; exon_number 5; cov 362.873230;
1	StringTie	exon	21262793	21262924	1000	+	.	gene_id STRG.22; transcript_id STRG.22.1; exon_number 6; cov 400.613647;
