X1	StringTie	transcript	X4776377	X4785730	X1000	X.	.	gene_id.STRG.1..transcript_id.STRG.1.1..cov.17.940662..FPKM.67.242661..TPM.124.083046.
1	StringTie	exon	4867470	4867532	1000	+	.	gene_id STRG.3; transcript_id STRG.3.3; exon_number 2; cov 0.857814;
1	StringTie	exon	4878027	4878132	1000	+	.	gene_id STRG.3; transcript_id STRG.3.3; exon_number 3; cov 0.907305;
1	StringTie	exon	4886744	4886831	1000	+	.	gene_id STRG.3; transcript_id STRG.3.3; exon_number 4; cov 1.042137;
1	StringTie	exon	4889457	4889602	1000	+	.	gene_id STRG.3; transcript_id STRG.3.3; exon_number 5; cov 1.152265;
1	StringTie	exon	4890740	4890796	1000	+	.	gene_id STRG.3; transcript_id STRG.3.3; exon_number 6; cov 1.339891;
1	StringTie	exon	4891915	4892069	1000	+	.	gene_id STRG.3; transcript_id STRG.3.3; exon_number 7; cov 1.592501;
1	StringTie	exon	4893417	4893563	1000	+	.	gene_id STRG.3; transcript_id STRG.3.3; exon_number 8; cov 1.637644;
1	StringTie	exon	4894934	4895005	1000	+	.	gene_id STRG.3; transcript_id STRG.3.3; exon_number 9; cov 1.650051;
1	StringTie	exon	4896356	4897741	1000	+	.	gene_id STRG.3; transcript_id STRG.3.3; exon_number 10; cov 2.946703;
1	StringTie	exon	4897757	4897907	1000	+	.	gene_id STRG.3; transcript_id STRG.3.3; exon_number 11; cov 3.331487;
1	StringTie	transcript	5083126	5102360	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; cov 23.130190; FPKM 86.693314; TPM 159.975388;
1	StringTie	exon	5083126	5083278	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 1; cov 21.274509;
1	StringTie	exon	5084417	5084563	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 2; cov 26.585033;
1	StringTie	exon	5089009	5089111	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 3; cov 28.000000;
1	StringTie	exon	5093363	5093452	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 4; cov 28.566668;
1	StringTie	exon	5095615	5095728	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 5; cov 30.000000;
1	StringTie	exon	5098029	5098133	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 6; cov 29.866667;
1	StringTie	exon	5101069	5101070	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 7; cov 22.000000;
1	StringTie	exon	5101124	5102360	1000	+	.	gene_id STRG.4; transcript_id STRG.4.1; exon_number 8; cov 20.945028;
1	StringTie	transcript	5117390	5162477	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; cov 13.134177; FPKM 49.227669; TPM 90.839943;
1	StringTie	exon	5117390	5117487	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 1; cov 5.173470;
1	StringTie	exon	5124277	5124469	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 2; cov 7.025907;
1	StringTie	exon	5133084	5133262	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 3; cov 10.905028;
1	StringTie	exon	5135812	5135937	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 4; cov 13.126985;
1	StringTie	exon	5143750	5143851	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 5; cov 14.588235;
1	StringTie	exon	5149948	5150061	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 6; cov 17.526314;
1	StringTie	exon	5162105	5162477	1000	+	.	gene_id STRG.5; transcript_id STRG.5.1; exon_number 7; cov 17.718498;
1	StringTie	transcript	5602252	5606131	1000	+	.	gene_id STRG.6; transcript_id STRG.6.1; cov 2.282217; FPKM 8.553884; TPM 15.784504;
1	StringTie	exon	5602252	5606131	1000	+	.	gene_id STRG.6; transcript_id STRG.6.1; exon_number 1; cov 2.282217;
1	StringTie	transcript	6248754	6276375	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; cov 11.323122; FPKM 42.439728; TPM 78.314140;
1	StringTie	exon	6248754	6250167	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; exon_number 1; cov 4.881896;
1	StringTie	exon	6260930	6261095	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; exon_number 2; cov 12.000001;
1	StringTie	exon	6262834	6262942	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; exon_number 3; cov 12.504587;
1	StringTie	exon	6263024	6263264	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; exon_number 4; cov 14.269710;
1	StringTie	exon	6264542	6264590	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; exon_number 5; cov 15.000000;
1	StringTie	exon	6265574	6265621	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; exon_number 6; cov 15.000000;
1	StringTie	exon	6268698	6268756	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; exon_number 7; cov 15.593220;
1	StringTie	exon	6270691	6270827	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; exon_number 8; cov 17.240875;
1	StringTie	exon	6272701	6272771	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; exon_number 9; cov 18.000000;
1	StringTie	exon	6274198	6276375	1000	+	.	gene_id STRG.7; transcript_id STRG.7.1; exon_number 10; cov 14.198806;
1	StringTie	transcript	6858460	6859782	1000	.	.	gene_id STRG.8; transcript_id STRG.8.1; cov 1.721844; FPKM 6.453573; TPM 11.908794;
1	StringTie	exon	6858460	6859782	1000	.	.	gene_id STRG.8; transcript_id STRG.8.1; exon_number 1; cov 1.721844;
1	StringTie	transcript	6859788	6860932	1000	.	.	gene_id STRG.9; transcript_id STRG.9.1; cov 2.719651; FPKM 10.193413; TPM 18.809929;
1	StringTie	exon	6859788	6860932	1000	.	.	gene_id STRG.9; transcript_id STRG.9.1; exon_number 1; cov 2.719651;
1	StringTie	transcript	7088957	7173628	1000	+	.	gene_id STRG.10; transcript_id STRG.10.1; cov 8.916265; FPKM 33.418686; TPM 61.667587;
1	StringTie	exon	7088957	7089216	1000	+	.	gene_id STRG.10; transcript_id STRG.10.1; exon_number 1; cov 2.823077;
1	StringTie	exon	7120194	7120615	1000	+	.	gene_id STRG.10; transcript_id STRG.10.1; exon_number 2; cov 3.000000;
1	StringTie	exon	7147637	7147739	1000	+	.	gene_id STRG.10; transcript_id STRG.10.1; exon_number 3; cov 3.000000;
1	StringTie	exon	7160892	7161063	1000	+	.	gene_id STRG.10; transcript_id STRG.10.1; exon_number 4; cov 3.000000;
1	StringTie	exon	7163248	7163371	1000	+	.	gene_id STRG.10; transcript_id STRG.10.1; exon_number 5; cov 3.274193;
1	StringTie	exon	7169515	7173628	1000	+	.	gene_id STRG.10; transcript_id STRG.10.1; exon_number 6; cov 10.473748;
1	StringTie	transcript	9545513	9547443	1000	+	.	gene_id STRG.11; transcript_id STRG.11.1; cov 1.732781; FPKM 6.494565; TPM 11.984438;
1	StringTie	exon	9545513	9547443	1000	+	.	gene_id STRG.11; transcript_id STRG.11.1; exon_number 1; cov 1.732781;
1	StringTie	transcript	9548070	9576913	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; cov 3.937864; FPKM 14.759347; TPM 27.235458;
1	StringTie	exon	9548070	9548151	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 1; cov 1.731707;
1	StringTie	exon	9549907	9549944	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 2; cov 2.000000;
1	StringTie	exon	9551717	9551757	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 3; cov 2.000000;
1	StringTie	exon	9552923	9552976	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 4; cov 2.000000;
1	StringTie	exon	9553318	9553472	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 5; cov 2.000000;
1	StringTie	exon	9553623	9553819	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 6; cov 2.467005;
1	StringTie	exon	9555538	9555615	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 7; cov 3.000000;
1	StringTie	exon	9557000	9557105	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 8; cov 3.792453;
1	StringTie	exon	9558133	9558285	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 9; cov 4.000000;
1	StringTie	exon	9560109	9560207	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 10; cov 4.818182;
1	StringTie	exon	9563509	9563587	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 11; cov 5.000000;
1	StringTie	exon	9563797	9563893	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 12; cov 5.000000;
1	StringTie	exon	9566781	9566938	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 13; cov 5.544304;
1	StringTie	exon	9576191	9576913	1000	+	.	gene_id STRG.12; transcript_id STRG.12.1; exon_number 14; cov 4.739972;
1	StringTie	transcript	9601200	9627143	1000	+	.	gene_id STRG.13; transcript_id STRG.13.1; cov 30.552996; FPKM 114.514427; TPM 211.313766;
1	StringTie	exon	9601200	9601650	1000	+	.	gene_id STRG.13; transcript_id STRG.13.1; exon_number 1; cov 10.951220;
1	StringTie	exon	9606974	9607029	1000	+	.	gene_id STRG.13; transcript_id STRG.13.1; exon_number 2; cov 17.232143;
1	StringTie	exon	9613312	9613474	1000	+	.	gene_id STRG.13; transcript_id STRG.13.1; exon_number 3; cov 18.380367;
1	StringTie	exon	9619836	9619897	1000	+	.	gene_id STRG.13; transcript_id STRG.13.1; exon_number 4; cov 20.532259;
1	StringTie	exon	9622593	9622684	1000	+	.	gene_id STRG.13; transcript_id STRG.13.1; exon_number 5; cov 22.000000;
1	StringTie	exon	9624713	9627143	1000	+	.	gene_id STRG.13; transcript_id STRG.13.1; exon_number 6; cov 35.891815;
1	StringTie	transcript	9667420	9668705	1000	-	.	gene_id STRG.14; transcript_id STRG.14.1; cov 1.597978; FPKM 5.989316; TPM 11.052099;
1	StringTie	exon	9667420	9668705	1000	-	.	gene_id STRG.14; transcript_id STRG.14.1; exon_number 1; cov 1.597978;
1	StringTie	transcript	9720405	9725223	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; cov 4.443661; FPKM 16.655104; TPM 30.733704;
1	StringTie	exon	9720405	9725223	1000	-	.	gene_id STRG.15; transcript_id STRG.15.1; exon_number 1; cov 4.443661;
1	StringTie	transcript	9798164	9900800	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; cov 1.492151; FPKM 5.592670; TPM 10.320168;
1	StringTie	exon	9798164	9798246	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 1; cov 0.945925;
1	StringTie	exon	9827013	9827119	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 2; cov 1.198653;
1	StringTie	exon	9865131	9865348	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 3; cov 1.198653;
1	StringTie	exon	9868383	9868466	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 4; cov 1.198653;
1	StringTie	exon	9871630	9871702	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 5; cov 1.198653;
1	StringTie	exon	9872258	9872333	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 6; cov 1.198653;
1	StringTie	exon	9877166	9877253	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 7; cov 1.198653;
1	StringTie	exon	9879026	9879075	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 8; cov 1.198653;
1	StringTie	exon	9880332	9880389	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 9; cov 1.198653;
1	StringTie	exon	9881578	9881661	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 10; cov 1.198653;
1	StringTie	exon	9881760	9881891	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 11; cov 1.198653;
1	StringTie	exon	9884407	9884519	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 12; cov 1.310032;
1	StringTie	exon	9884625	9884661	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 13; cov 1.797979;
1	StringTie	exon	9885667	9885751	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 14; cov 1.797980;
1	StringTie	exon	9885810	9886142	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 15; cov 1.486618;
1	StringTie	exon	9888870	9889025	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 16; cov 2.397306;
1	StringTie	exon	9891361	9891450	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 17; cov 2.397306;
1	StringTie	exon	9898720	9899072	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 18; cov 2.397306;
1	StringTie	exon	9899084	9900800	1000	+	.	gene_id STRG.16; transcript_id STRG.16.1; exon_number 19; cov 1.359916;
1	StringTie	transcript	9798164	9900800	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; cov 1.000355; FPKM 3.749390; TPM 6.918758;
1	StringTie	exon	9798164	9798246	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 1; cov 0.632388;
1	StringTie	exon	9827013	9827119	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 2; cov 0.801347;
1	StringTie	exon	9865131	9865348	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 3; cov 0.801347;
1	StringTie	exon	9868383	9868466	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 4; cov 0.801347;
1	StringTie	exon	9871630	9871702	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 5; cov 0.801347;
1	StringTie	exon	9872258	9872333	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 6; cov 0.801347;
1	StringTie	exon	9877166	9877253	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 7; cov 0.801347;
1	StringTie	exon	9879026	9879075	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 8; cov 0.801347;
1	StringTie	exon	9880332	9880389	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 9; cov 0.801347;
1	StringTie	exon	9881578	9881661	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 10; cov 0.801347;
1	StringTie	exon	9881760	9881891	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 11; cov 0.801347;
1	StringTie	exon	9884407	9884519	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 12; cov 0.875808;
1	StringTie	exon	9884625	9884661	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 13; cov 1.202020;
1	StringTie	exon	9885667	9885751	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 14; cov 1.202020;
1	StringTie	exon	9885810	9886142	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 15; cov 0.993863;
1	StringTie	exon	9888870	9889025	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 16; cov 1.602694;
1	StringTie	exon	9891361	9891450	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 17; cov 1.602694;
1	StringTie	exon	9898720	9900800	1000	+	.	gene_id STRG.16; transcript_id STRG.16.2; exon_number 18; cov 1.032568;
1	StringTie	transcript	9968625	10009126	1000	-	.	gene_id STRG.17; transcript_id STRG.17.1; cov 1.956076; FPKM 7.331488; TPM 13.528813;
1	StringTie	exon	9968625	9968931	1000	-	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 1; cov 1.827362;
1	StringTie	exon	9976587	9976696	1000	-	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 2; cov 2.000000;
1	StringTie	exon	9976745	9976746	1000	-	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 3; cov 2.000000;
1	StringTie	exon	9978816	9978947	1000	-	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 4; cov 2.000000;
1	StringTie	exon	9985592	9985709	1000	-	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 5; cov 2.000000;
1	StringTie	exon	9995146	9995262	1000	-	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 6; cov 2.000000;
1	StringTie	exon	9999401	9999539	1000	-	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 7; cov 2.000000;
1	StringTie	exon	9999971	10000137	1000	-	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 8; cov 2.000000;
1	StringTie	exon	10003235	10003453	1000	-	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 9; cov 2.000000;
1	StringTie	exon	10009072	10009126	1000	-	.	gene_id STRG.17; transcript_id STRG.17.1; exon_number 10; cov 1.872727;
1	StringTie	transcript	10024605	10038127	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; cov 8.290487; FPKM 31.073235; TPM 57.339520;
1	StringTie	exon	10024605	10025063	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 1; cov 6.999013;
1	StringTie	exon	10027103	10027251	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 2; cov 12.738725;
1	StringTie	exon	10030599	10030710	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 3; cov 12.184249;
1	StringTie	exon	10032339	10032424	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 4; cov 11.664822;
1	StringTie	exon	10033258	10033323	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 5; cov 11.146384;
1	StringTie	exon	10034008	10034136	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 6; cov 10.979744;
1	StringTie	exon	10034929	10035163	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 7; cov 9.225411;
1	StringTie	exon	10037670	10038127	1000	-	.	gene_id STRG.18; transcript_id STRG.18.1; exon_number 8; cov 4.903142;
1	StringTie	transcript	10024605	10038127	1000	-	.	gene_id STRG.18; transcript_id STRG.18.2; cov 2.162570; FPKM 8.105440; TPM 14.956988;
1	StringTie	exon	10024605	10025063	1000	-	.	gene_id STRG.18; transcript_id STRG.18.2; exon_number 1; cov 1.791837;
1	StringTie	exon	10027103	10027251	1000	-	.	gene_id STRG.18; transcript_id STRG.18.2; exon_number 2; cov 3.261276;
1	StringTie	exon	10030599	10030710	1000	-	.	gene_id STRG.18; transcript_id STRG.18.2; exon_number 3; cov 3.119323;
1	StringTie	exon	10032339	10032424	1000	-	.	gene_id STRG.18; transcript_id STRG.18.2; exon_number 4; cov 2.986343;
1	StringTie	exon	10033258	10033323	1000	-	.	gene_id STRG.18; transcript_id STRG.18.2; exon_number 5; cov 2.853616;
1	StringTie	exon	10034008	10034136	1000	-	.	gene_id STRG.18; transcript_id STRG.18.2; exon_number 6; cov 2.810955;
1	StringTie	exon	10034929	10035163	1000	-	.	gene_id STRG.18; transcript_id STRG.18.2; exon_number 7; cov 2.361823;
1	StringTie	exon	10037670	10037670	1000	-	.	gene_id STRG.18; transcript_id STRG.18.2; exon_number 8; cov 2.038297;
1	StringTie	exon	10037920	10038127	1000	-	.	gene_id STRG.18; transcript_id STRG.18.2; exon_number 9; cov 0.491935;
1	StringTie	transcript	10137576	10160870	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; cov 4.899852; FPKM 18.364933; TPM 33.888859;
1	StringTie	exon	10137576	10138996	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 1; cov 6.772695;
1	StringTie	exon	10140467	10140584	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 2; cov 5.237288;
1	StringTie	exon	10141559	10141697	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 3; cov 5.000000;
1	StringTie	exon	10142576	10142744	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 4; cov 4.065089;
1	StringTie	exon	10144718	10144857	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 5; cov 4.000000;
1	StringTie	exon	10147403	10147535	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 6; cov 4.000000;
1	StringTie	exon	10151801	10151873	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 7; cov 4.000000;
1	StringTie	exon	10153386	10153524	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 8; cov 4.000000;
1	StringTie	exon	10153607	10153742	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 9; cov 4.000000;
1	StringTie	exon	10154281	10154410	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 10; cov 4.000000;
1	StringTie	exon	10156914	10157044	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 11; cov 3.549618;
1	StringTie	exon	10157900	10158060	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 12; cov 3.000000;
1	StringTie	exon	10159568	10159740	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 13; cov 2.260116;
1	StringTie	exon	10159877	10160028	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 14; cov 2.000000;
1	StringTie	exon	10160701	10160870	1000	-	.	gene_id STRG.19; transcript_id STRG.19.1; exon_number 15; cov 1.852941;
1	StringTie	transcript	11300633	11303681	1000	+	.	gene_id STRG.20; transcript_id STRG.20.1; cov 4.798951; FPKM 17.986752; TPM 33.190998;
1	StringTie	exon	11300633	11303681	1000	+	.	gene_id STRG.20; transcript_id STRG.20.1; exon_number 1; cov 4.798951;
1	StringTie	transcript	11596858	11598719	1000	+	.	gene_id STRG.21; transcript_id STRG.21.1; cov 1.785714; FPKM 6.692962; TPM 12.350538;
1	StringTie	exon	11596858	11598719	1000	+	.	gene_id STRG.21; transcript_id STRG.21.1; exon_number 1; cov 1.785714;
1	StringTie	transcript	11599263	11601811	1000	+	.	gene_id STRG.22; transcript_id STRG.22.1; cov 6.628695; FPKM 24.844740; TPM 45.846062;
1	StringTie	exon	11599263	11601129	1000	+	.	gene_id STRG.22; transcript_id STRG.22.1; exon_number 1; cov 5.131762;
1	StringTie	exon	11601142	11601811	1000	+	.	gene_id STRG.22; transcript_id STRG.22.1; exon_number 2; cov 10.800000;
